id_atto;file_name;pdf_path_locale;pdf_link;txt_path_locale;txt_link;testo_llm_path_locale;testo_llm_link;ocr;errore_tecnico;fallback_locale;modello;input_tokens;output_tokens;total_tokens;costo_input;costo_output;costo_totale;avg_input_tokens_per_chunk;avg_output_tokens_per_chunk;avg_total_tokens_per_chunk;num_chunk_llm;timestamp
0018;atto_18.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_18.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_18.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_18_head_7_tail_7_pagine_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_18_head_7_tail_7_pagine_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0018_atto_18_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0018_atto_18_testo_completo_llm.txt;1;;0;gemma3:4b;709;324;1033;0.0;0.0;0.0;709.0;324.0;1033.0;1;2026-06-08 13:56:38
0019;atto_19.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_19.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_19.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_19_head_7_tail_7_pagine.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_19_head_7_tail_7_pagine.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0019_atto_19_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0019_atto_19_testo_completo_llm.txt;0;;0;gemma3:4b;699;222;921;0.0;0.0;0.0;699.0;222.0;921.0;1;2026-06-08 13:57:08
0020;atto_20.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_20.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_20.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_20.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_20.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0020_atto_20_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0020_atto_20_testo_completo_llm.txt;0;;0;gemma3:4b;726;316;1042;0.0;0.0;0.0;726.0;316.0;1042.0;1;2026-06-08 13:57:51
0021;atto_21.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_21.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_21.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_21_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_21_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0021_atto_21_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0021_atto_21_testo_completo_llm.txt;1;;0;gemma3:4b;663;275;938;0.0;0.0;0.0;663.0;275.0;938.0;1;2026-06-08 13:58:49
0022;atto_22.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_22.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_22.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_22_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_22_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0022_atto_22_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0022_atto_22_testo_completo_llm.txt;1;;0;gemma3:4b;644;195;839;0.0;0.0;0.0;644.0;195.0;839.0;1;2026-06-08 13:59:26
0023;atto_23.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_23.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_23.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_23_head_7_tail_7_pagine_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_23_head_7_tail_7_pagine_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0023_atto_23_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0023_atto_23_testo_completo_llm.txt;1;;0;gemma3:4b;671;255;926;0.0;0.0;0.0;671.0;255.0;926.0;1;2026-06-08 14:00:52
0024;atto_24.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_24.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_24.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_24_head_7_tail_7_pagine.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_24_head_7_tail_7_pagine.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0024_atto_24_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0024_atto_24_testo_completo_llm.txt;0;;0;gemma3:4b;550;176;726;0.0;0.0;0.0;550.0;176.0;726.0;1;2026-06-08 14:01:13
0025;atto_25.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_25.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_25.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_25_head_7_tail_7_pagine.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_25_head_7_tail_7_pagine.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0025_atto_25_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0025_atto_25_testo_completo_llm.txt;0;;0;gemma3:4b;817;350;1167;0.0;0.0;0.0;817.0;350.0;1167.0;1;2026-06-08 14:02:03
0026;atto_26.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_26.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_26.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_26.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_26.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0026_atto_26_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0026_atto_26_testo_completo_llm.txt;0;;0;gemma3:4b;706;296;1002;0.0;0.0;0.0;706.0;296.0;1002.0;1;2026-06-08 14:02:42
0027;atto_27.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_27.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_27.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_27_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_27_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0027_atto_27_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0027_atto_27_testo_completo_llm.txt;1;;0;gemma3:4b;751;350;1101;0.0;0.0;0.0;751.0;350.0;1101.0;1;2026-06-08 14:03:42
0028;atto_28.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_28.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_28.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_28.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_28.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0028_atto_28_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0028_atto_28_testo_completo_llm.txt;0;;0;gemma3:4b;736;232;968;0.0;0.0;0.0;736.0;232.0;968.0;1;2026-06-08 14:04:13
0029;atto_29.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_29.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_29.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_29_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_29_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0029_atto_29_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0029_atto_29_testo_completo_llm.txt;1;;0;gemma3:4b;758;317;1075;0.0;0.0;0.0;758.0;317.0;1075.0;1;2026-06-08 14:05:07
0030;atto_30.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_30.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_30.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_30.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_30.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0030_atto_30_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0030_atto_30_testo_completo_llm.txt;0;;0;gemma3:4b;666;249;915;0.0;0.0;0.0;666.0;249.0;915.0;1;2026-06-08 14:05:36
0031;atto_31.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_31.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_31.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_31.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_31.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0031_atto_31_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0031_atto_31_testo_completo_llm.txt;0;;0;gemma3:4b;710;293;1003;0.0;0.0;0.0;710.0;293.0;1003.0;1;2026-06-08 14:06:12
0032;atto_32.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_32.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_32.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_32.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_32.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0032_atto_32_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0032_atto_32_testo_completo_llm.txt;0;;0;gemma3:4b;689;284;973;0.0;0.0;0.0;689.0;284.0;973.0;1;2026-06-08 14:06:47
0033;atto_33.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_33.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_33.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_33_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_33_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0033_atto_33_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0033_atto_33_testo_completo_llm.txt;1;;0;gemma3:4b;699;307;1006;0.0;0.0;0.0;699.0;307.0;1006.0;1;2026-06-08 14:07:40
0034;atto_34.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_34.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_34.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_34_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_34_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0034_atto_34_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0034_atto_34_testo_completo_llm.txt;1;;0;gemma3:4b;708;254;962;0.0;0.0;0.0;708.0;254.0;962.0;1;2026-06-08 14:08:31
0035;atto_35.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_35.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_35.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_35_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_35_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0035_atto_35_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0035_atto_35_testo_completo_llm.txt;1;;0;gemma3:4b;737;350;1087;0.0;0.0;0.0;737.0;350.0;1087.0;1;2026-06-08 14:09:57
0036;atto_36.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_36.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_36.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_36_head_7_tail_7_pagine.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_36_head_7_tail_7_pagine.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0036_atto_36_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0036_atto_36_testo_completo_llm.txt;0;;0;gemma3:4b;649;245;894;0.0;0.0;0.0;649.0;245.0;894.0;1;2026-06-08 14:10:26
0037;atto_37.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_37.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_37.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_37_head_7_tail_7_pagine_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_37_head_7_tail_7_pagine_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0037_atto_37_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0037_atto_37_testo_completo_llm.txt;1;;0;gemma3:4b;746;339;1085;0.0;0.0;0.0;746.0;339.0;1085.0;1;2026-06-08 14:12:12
0038;atto_38.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_38.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_38.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_38.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_38.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0038_atto_38_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0038_atto_38_testo_completo_llm.txt;0;;0;gemma3:4b;639;230;869;0.0;0.0;0.0;639.0;230.0;869.0;1;2026-06-08 14:12:47
0039;atto_39.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_39.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_39.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_39_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_39_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0039_atto_39_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0039_atto_39_testo_completo_llm.txt;1;;0;gemma3:4b;617;226;843;0.0;0.0;0.0;617.0;226.0;843.0;1;2026-06-08 14:13:41
0040;atto_40.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_40.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_40.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_40_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_40_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0040_atto_40_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0040_atto_40_testo_completo_llm.txt;1;;0;gemma3:4b;751;350;1101;0.0;0.0;0.0;751.0;350.0;1101.0;1;2026-06-08 14:14:36
0041;atto_41.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_41.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_41.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_41_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_41_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0041_atto_41_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0041_atto_41_testo_completo_llm.txt;1;;0;gemma3:4b;705;314;1019;0.0;0.0;0.0;705.0;314.0;1019.0;1;2026-06-08 14:16:11
0042;atto_42.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_42.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_42.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_42.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_42.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0042_atto_42_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0042_atto_42_testo_completo_llm.txt;0;;0;gemma3:4b;685;291;976;0.0;0.0;0.0;685.0;291.0;976.0;1;2026-06-08 14:16:47
0043;atto_43.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_43.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_43.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader_ocr\atto_43_head_7_tail_7_pagine_rapidocr.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader_ocr/atto_43_head_7_tail_7_pagine_rapidocr.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0043_atto_43_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0043_atto_43_testo_completo_llm.txt;1;;0;gemma3:4b;712;329;1041;0.0;0.0;0.0;712.0;329.0;1041.0;1;2026-06-08 14:19:01
0044;atto_44.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Input\atto_44.pdf;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Input/atto_44.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\txt_opendataloader\atto_44_head_7_tail_7_pagine.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/txt_opendataloader/atto_44_head_7_tail_7_pagine.txt;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Output\Golden\Golden128\gemma3_4b_pipeline_A\testi_completi_llm\0044_atto_44_testo_completo_llm.txt;file:///C:/Users/itsci/Documents/Tirocinio/ScriptDataset/Output/Golden/Golden128/gemma3_4b_pipeline_A/testi_completi_llm/0044_atto_44_testo_completo_llm.txt;0;;0;gemma3:4b;595;164;759;0.0;0.0;0.0;595.0;164.0;759.0;1;2026-06-08 14:19:21
